id,query,category,status,mode,recommended_length_m,shortest_length_m,overlap_rate,slope_avg_recommended,scenery_avg_recommended,slope_avg_shortest,scenery_avg_shortest,duration_min,length_capped,filter_status,note
L4_006,扫个共享单车从瑞幸咖啡(枫园店)到古茗(信息学部店)的步行路线,L4_mode,ok,bike,2270.5,2069.4,0.3125,2.103,3.713,2.373,3.63,9.7,True,mode_bike,
L4_007,骑自行车，武汉大学工学部集贸市场到武汉大学雷达与信号处理实验室咋走,L4_mode,ok,bike,514.9,423.2,0.3158,2.317,3.232,2.363,3.314,2.2,False,mode_bike,
L4_008,骑单车从工学部体育馆去五洲餐厅(求是大道店)怎么走,L4_mode,ok,bike,2561.0,2212.7,0.1831,1.985,3.491,2.209,3.221,11.0,True,mode_bike,
L4_009,骑自行车，桂园食堂出发去库迪咖啡(工学部店),L4_mode,ok,bike,1179.2,1120.5,0.7241,2.118,3.29,2.38,3.305,5.1,False,mode_bike,
L4_010,骑自行车从达美乐比萨(枫园店)到古茗(信息学部店)的步行路线,L4_mode,ok,bike,2228.9,2027.8,0.2787,2.087,3.726,2.36,3.643,9.6,True,mode_bike,
L4_011,驾车从匠心卤(枫园食堂店)到武汉大学生命科学学院附楼的步行路线,L4_mode,unreachable,,,,,,,,,,,,驾车无法到达该地点（附近可能只有步行道/台阶），建议切换骑行或步行～
L4_012,驾车，帮我规划一条国际园区2号教学楼到蜜雪冰城(湖滨店)的路线,L4_mode,ok,drive,5534.3,5148.3,0.5143,2.712,3.315,2.58,3.223,13.3,True,mode_drive,
L4_013,驾车，恩施炕小土豆(武大店)出发去武汉大学社会保障研究中心,L4_mode,ok,drive,1717.1,1369.2,0.1569,1.978,3.348,2.458,4.116,4.1,False,mode_drive,
L4_014,我想驾车从武汉大学社会主义学院走到好味道粉面馆(武大店),L4_mode,unreachable,,,,,,,,,,,,驾车无法到达该地点（附近可能只有步行道/台阶），建议切换骑行或步行～
L4_015,打车，麻烦问下武大动力与机械学院机械工程系去欢喜水果捞(工学部店)的路,L4_mode,unreachable,,,,,,,,,,,,驾车无法到达该地点（附近可能只有步行道/台阶），建议切换骑行或步行～
L4_016,驾车从瑞幸咖啡(信息学部店)到喜茶(工学部店),L4_mode,unreachable,,,,,,,,,,,,驾车无法到达该地点（附近可能只有步行道/台阶），建议切换骑行或步行～
L4_017,开车从武汉大学口腔医院到凌波门游泳池的步行路线,L4_mode,unreachable,,,,,,,,,,,,驾车无法到达该地点（附近可能只有步行道/台阶），建议切换骑行或步行～
L4_018,驾车从武汉大学九一二运动场到工学部清真食堂,L4_mode,unreachable,,,,,,,,,,,,驾车无法到达该地点（附近可能只有步行道/台阶），建议切换骑行或步行～
L4_019,珞珈饮品(桂园店)到武汉大学力学实验教学中心咋走,L4_mode,ok,walk,884.6,816.1,0.4643,1.924,3.0,2.368,3.055,11.8,False,no_outside,
L4_020,我想从武汉大学李四光塑像走到好味道粉面馆(武大店),L4_mode,ok,walk,1010.9,975.9,0.6216,3.424,3.312,3.598,3.994,13.5,False,no_outside,
L4_021,麻烦问下武汉大学文学院去武汉大学科技门的路,L4_mode,ok,walk,430.4,376.7,0.3333,1.518,3.0,1.962,3.0,5.7,False,no_outside,
L4_022,武汉大学发展研究院出发去一品豆花(信息学部店),L4_mode,ok,walk,2390.3,2214.7,0.5254,2.738,3.447,2.363,3.481,31.9,True,no_outside,
L4_023,从恩施炕小土豆(武大店)到武汉大学教育科学学院的步行路线,L4_mode,ok,walk,856.2,569.5,0.2222,1.927,3.0,2.234,3.0,11.4,False,no_outside,
L4_024,走路，麻烦问下工学部篮球场去武汉大学科技门的路,L4_mode,ok,walk,1925.9,1626.6,0.2105,2.118,3.694,2.824,3.149,25.7,False,no_outside,
L4_025,从武汉大学教育科学学院到饱嗝便当(梅园店),L4_mode,ok,walk,1342.8,1072.2,0.3556,2.469,3.681,2.984,3.45,17.9,False,no_outside,
L6_001,樱顶在哪里啊,L6_poi_query,skipped,,,,,,,,,,,,task_type=poi_query
L6_002,找一下凌波门,L6_poi_query,skipped,,,,,,,,,,,,task_type=poi_query
L6_003,请问老图书馆在哪儿,L6_poi_query,skipped,,,,,,,,,,,,task_type=poi_query
L6_004,万林艺术博物馆在哪里啊,L6_poi_query,skipped,,,,,,,,,,,,task_type=poi_query
L6_005,樱花大道在哪里啊,L6_poi_query,skipped,,,,,,,,,,,,task_type=poi_query
L6_006,宋卿体育馆在哪,L6_poi_query,skipped,,,,,,,,,,,,task_type=poi_query
L6_007,总图在哪,L6_poi_query,skipped,,,,,,,,,,,,task_type=poi_query
L6_008,你能做什么,L6_help,skipped,,,,,,,,,,,,task_type=help
L6_009,这个系统有啥功能,L6_help,skipped,,,,,,,,,,,,task_type=help
L6_010,怎么用你,L6_help,skipped,,,,,,,,,,,,task_type=help
L6_011,推荐几个景点,L6_help,skipped,,,,,,,,,,,,task_type=help
L6_012,今天天气怎么样,L6_chat,skipped,,,,,,,,,,,,task_type=chat
L6_013,樱花什么时候开,L6_chat,skipped,,,,,,,,,,,,task_type=chat
L6_014,桂园食堂好吃吗,L6_chat,skipped,,,,,,,,,,,,task_type=chat
L6_015,你是谁,L6_chat,skipped,,,,,,,,,,,,task_type=chat
L7_001,从牌坊到樱顶,L7_alias,ok,walk,1003.7,998.9,0.9032,1.942,3.474,2.038,3.519,13.4,False,no_outside,
L7_002,从教五到总图,L7_alias,ok,walk,250.9,250.9,1.0,2.113,3.0,2.113,3.0,3.3,False,no_outside,
L7_003,从老斋舍到宋卿体育馆,L7_alias,ok,walk,351.5,349.1,0.28,2.247,4.286,2.71,3.146,4.7,False,no_outside,
L7_004,从樱花大道到凌波门,L7_alias,ok,walk,1049.2,1025.2,0.9259,2.232,4.772,2.256,4.713,14.0,False,no_outside,
L7_005,从珞珈门到枫园,L7_alias,ok,walk,1877.1,1640.0,0.1429,1.931,3.714,2.286,3.348,25.0,False,no_outside,
L7_006,嗯…我想问下，星巴克(工学部店)咋去武汉大学医院啊,L7_colloquial,ok,walk,1788.5,1674.0,0.4,2.163,3.69,2.553,3.477,23.8,False,no_outside,
L7_007,武汉大学老干部活动中心到武汉大学信息学部1号教学楼远不远，给条好走的道,L7_colloquial,ok,walk,1051.4,1051.3,0.931,2.178,3.147,2.178,3.091,14.0,False,no_outside+filtered,
L7_008,快快快，武汉大学教学楼9号楼去武汉大学鲲鹏广场,L7_colloquial,ok,walk,1191.1,997.4,0.1622,2.013,3.359,2.746,3.209,15.9,False,no_outside,
L7_009,怎么去华中师范大学,L7_external,skipped,,,,,,,,,,,,task_type=unknown
L7_010,华中科技大学离这多远,L7_external,skipped,,,,,,,,,,,,task_type=unknown
L5_001,从西南门出发,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_002,从武汉大学早期建筑图书馆出发,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_003,从武汉大学梅园食堂出发,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_004,从武汉大学当代楼出发,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_005,想去武汉大学电子信息学院,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_006,想去武汉大学梅园,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_007,想去武汉大学人文社会科学研究院,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_008,从柠季手打柠檬茶(信息学部店)到遇见小面(工学部店),L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_009,从武汉大学足球场到武汉大学田园食堂,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_010,从武汉大学梅园食堂到老樱园食堂,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_011,从有家黄焖鸡(武大店)到宝岛小厨(工学部店),L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_012,从珞珈门到武汉大学半山庐,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_013,从周麻婆川式小炒(武大店)到武汉大学湖滨风味食堂,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_014,从珞珈门到扬波门,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_015,从武汉大学医院到武汉大学文理学院珞涵屯,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_016,从桂园一食堂到武汉大学水利水电学院,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_017,从武汉大学梅园食堂到饱嗝食集(工学天地店),L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_018,从桂园食堂到武汉大学电力广场,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_019,从武汉大学信息学部学生四食堂到武汉大学火石山,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_020,从武汉大学工学部A教学楼到瑞幸咖啡(田园食堂店),L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
