id,query,category,status,mode,recommended_length_m,shortest_length_m,overlap_rate,slope_avg_recommended,scenery_avg_recommended,slope_avg_shortest,scenery_avg_shortest,duration_min,length_capped,filter_status,note
L4_005,扫个共享单车，帮我规划一条武汉大学文澜门到沙县小吃(工学部店)的路线,L4_mode,ok,bike,644.5,644.5,1.0,2.182,3.0,2.182,3.0,2.8,False,shortest_baseline,
L4_006,扫个共享单车从瑞幸咖啡(枫园店)到古茗(信息学部店)的步行路线,L4_mode,ok,bike,2057.4,2057.4,1.0,2.138,3.655,2.138,3.655,8.8,False,shortest_baseline,
L4_007,骑自行车，武汉大学工学部集贸市场到武汉大学雷达与信号处理实验室咋走,L4_mode,ok,bike,423.2,423.2,1.0,2.363,3.314,2.363,3.314,1.8,False,shortest_baseline,
L4_008,骑单车从工学部体育馆去五洲餐厅(求是大道店)怎么走,L4_mode,ok,bike,2204.8,2204.8,1.0,2.2,3.221,2.2,3.221,9.4,False,shortest_baseline,
L4_009,骑自行车，桂园食堂出发去库迪咖啡(工学部店),L4_mode,ok,bike,1114.8,1114.8,1.0,2.593,3.229,2.593,3.229,4.8,False,shortest_baseline,
L4_010,骑自行车从达美乐比萨(枫园店)到古茗(信息学部店)的步行路线,L4_mode,ok,bike,2015.8,2015.8,1.0,2.12,3.668,2.12,3.668,8.6,False,shortest_baseline,
L4_011,驾车从匠心卤(枫园食堂店)到武汉大学生命科学学院附楼的步行路线,L4_mode,ok,drive,1310.6,1310.6,1.0,2.339,3.751,2.339,3.751,3.1,False,shortest_baseline,
L4_012,驾车，帮我规划一条国际园区2号教学楼到蜜雪冰城(湖滨店)的路线,L4_mode,ok,drive,3436.8,3436.8,1.0,2.456,3.263,2.456,3.263,8.2,False,shortest_baseline,
L4_013,驾车，恩施炕小土豆(武大店)出发去武汉大学社会保障研究中心,L4_mode,ok,drive,1263.1,1263.1,1.0,2.206,3.626,2.206,3.626,3.0,False,shortest_baseline,
L4_014,我想驾车从武汉大学社会主义学院走到好味道粉面馆(武大店),L4_mode,ok,drive,309.0,309.0,1.0,2.146,3.0,2.146,3.0,0.7,False,shortest_baseline,
L4_015,打车，麻烦问下武大动力与机械学院机械工程系去欢喜水果捞(工学部店)的路,L4_mode,ok,drive,743.0,743.0,1.0,2.72,3.0,2.72,3.0,1.8,False,shortest_baseline,
L4_016,驾车从瑞幸咖啡(信息学部店)到喜茶(工学部店),L4_mode,ok,drive,2619.5,2619.5,1.0,2.497,3.38,2.497,3.38,6.3,False,shortest_baseline,
L4_017,开车从武汉大学口腔医院到凌波门游泳池的步行路线,L4_mode,ok,drive,3397.7,3397.7,1.0,2.506,3.556,2.506,3.556,8.2,False,shortest_baseline,
L4_018,驾车从武汉大学九一二运动场到工学部清真食堂,L4_mode,ok,drive,810.6,810.6,1.0,2.609,3.286,2.609,3.286,1.9,False,shortest_baseline,
L4_019,珞珈饮品(桂园店)到武汉大学力学实验教学中心咋走,L4_mode,ok,walk,816.1,816.1,1.0,2.368,3.055,2.368,3.055,10.9,False,shortest_baseline,
L4_020,我想从武汉大学李四光塑像走到好味道粉面馆(武大店),L4_mode,ok,walk,975.9,975.9,1.0,3.598,3.994,3.598,3.994,13.0,False,shortest_baseline,
L4_021,麻烦问下武汉大学文学院去武汉大学科技门的路,L4_mode,ok,walk,376.7,376.7,1.0,1.962,3.0,1.962,3.0,5.0,False,shortest_baseline,
L4_022,武汉大学发展研究院出发去一品豆花(信息学部店),L4_mode,ok,walk,2214.7,2214.7,1.0,2.363,3.481,2.363,3.481,29.5,False,shortest_baseline,
L4_023,从恩施炕小土豆(武大店)到武汉大学教育科学学院的步行路线,L4_mode,ok,walk,569.5,569.5,1.0,2.234,3.0,2.234,3.0,7.6,False,shortest_baseline,
L4_024,走路，麻烦问下工学部篮球场去武汉大学科技门的路,L4_mode,ok,walk,1626.6,1626.6,1.0,2.824,3.149,2.824,3.149,21.7,False,shortest_baseline,
L4_025,从武汉大学教育科学学院到饱嗝便当(梅园店),L4_mode,ok,walk,1072.2,1072.2,1.0,2.984,3.45,2.984,3.45,14.3,False,shortest_baseline,
L6_001,樱顶在哪里啊,L6_poi_query,skipped,,,,,,,,,,,,task_type=poi_query
L6_002,找一下凌波门,L6_poi_query,skipped,,,,,,,,,,,,task_type=poi_query
L6_003,请问老图书馆在哪儿,L6_poi_query,skipped,,,,,,,,,,,,task_type=poi_query
L6_004,万林艺术博物馆在哪里啊,L6_poi_query,skipped,,,,,,,,,,,,task_type=poi_query
L6_005,樱花大道在哪里啊,L6_poi_query,skipped,,,,,,,,,,,,task_type=poi_query
L6_006,宋卿体育馆在哪,L6_poi_query,skipped,,,,,,,,,,,,task_type=poi_query
L6_007,总图在哪,L6_poi_query,skipped,,,,,,,,,,,,task_type=poi_query
L6_008,你能做什么,L6_help,skipped,,,,,,,,,,,,task_type=help
L6_009,这个系统有啥功能,L6_help,skipped,,,,,,,,,,,,task_type=help
L6_010,怎么用你,L6_help,skipped,,,,,,,,,,,,task_type=help
L6_011,推荐几个景点,L6_help,skipped,,,,,,,,,,,,task_type=help
L6_012,今天天气怎么样,L6_chat,skipped,,,,,,,,,,,,task_type=chat
L6_013,樱花什么时候开,L6_chat,skipped,,,,,,,,,,,,task_type=chat
L6_014,桂园食堂好吃吗,L6_chat,skipped,,,,,,,,,,,,task_type=chat
L6_015,你是谁,L6_chat,skipped,,,,,,,,,,,,task_type=chat
L7_001,从牌坊到樱顶,L7_alias,ok,walk,998.9,998.9,1.0,2.038,3.519,2.038,3.519,13.3,False,shortest_baseline,
L7_002,从教五到总图,L7_alias,ok,walk,250.9,250.9,1.0,2.113,3.0,2.113,3.0,3.3,False,shortest_baseline,
L7_003,从老斋舍到宋卿体育馆,L7_alias,ok,walk,349.1,349.1,1.0,2.71,3.146,2.71,3.146,4.7,False,shortest_baseline,
L7_004,从樱花大道到凌波门,L7_alias,ok,walk,1025.2,1025.2,1.0,2.256,4.713,2.256,4.713,13.7,False,shortest_baseline,
L7_005,从珞珈门到枫园,L7_alias,ok,walk,1640.0,1640.0,1.0,2.286,3.348,2.286,3.348,21.9,False,shortest_baseline,
L7_006,嗯…我想问下，星巴克(工学部店)咋去武汉大学医院啊,L7_colloquial,ok,walk,1674.0,1674.0,1.0,2.553,3.477,2.553,3.477,22.3,False,shortest_baseline,
L7_007,武汉大学老干部活动中心到武汉大学信息学部1号教学楼远不远，给条好走的道,L7_colloquial,ok,walk,1051.3,1051.3,1.0,2.178,3.091,2.178,3.091,14.0,False,shortest_baseline,
L7_008,快快快，武汉大学教学楼9号楼去武汉大学鲲鹏广场,L7_colloquial,ok,walk,997.4,997.4,1.0,2.746,3.209,2.746,3.209,13.3,False,shortest_baseline,
L7_009,怎么去华中师范大学,L7_external,skipped,,,,,,,,,,,,task_type=unknown
L7_010,华中科技大学离这多远,L7_external,skipped,,,,,,,,,,,,task_type=unknown
L5_001,从西南门出发,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_002,从武汉大学早期建筑图书馆出发,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_003,从武汉大学梅园食堂出发,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_004,从武汉大学当代楼出发,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_005,想去武汉大学电子信息学院,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_006,想去武汉大学梅园,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_007,想去武汉大学人文社会科学研究院,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_008,从柠季手打柠檬茶(信息学部店)到遇见小面(工学部店),L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_009,从武汉大学足球场到武汉大学田园食堂,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_010,从武汉大学梅园食堂到老樱园食堂,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_011,从有家黄焖鸡(武大店)到宝岛小厨(工学部店),L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_012,从珞珈门到武汉大学半山庐,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_013,从周麻婆川式小炒(武大店)到武汉大学湖滨风味食堂,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_014,从珞珈门到扬波门,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_015,从武汉大学医院到武汉大学文理学院珞涵屯,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_016,从桂园一食堂到武汉大学水利水电学院,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_017,从武汉大学梅园食堂到饱嗝食集(工学天地店),L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_018,从桂园食堂到武汉大学电力广场,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_019,从武汉大学信息学部学生四食堂到武汉大学火石山,L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
L5_020,从武汉大学工学部A教学楼到瑞幸咖啡(田园食堂店),L5_multiturn,skipped,,,,,,,,,,,,multiturn conversation
