id,query,category,pred_task_type,gold_task_type,pred_start,gold_start,pred_end,gold_end,pred_constraints,gold_constraints,pred_weights,gold_weights,pred_mode,gold_mode,task_type_match
L2_030,麻烦问下武汉大学信息学部2教学楼去周麻婆川式小炒(武大店)的路，时间宽裕，随便逛逛,L2_single_pref,path_planning,path_planning,武汉大学文理学部第二教学楼,武汉大学信息学部2教学楼,周麻婆川式小炒(武大店),周麻婆川式小炒(武大店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""relaxed"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,"{""distance"": 0.65, ""slope"": 0.175, ""scenery"": 0.175}",walk,walk,1
L2_031,我想步行从青柠欢喜咖啡果饮(武大店)走到武汉大学湖滨风味食堂，避开陡坡,L2_single_pref,path_planning,path_planning,青柠欢喜咖啡果饮(武大店),青柠欢喜咖啡果饮(武大店),湖滨,武汉大学湖滨风味食堂,"{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""normal""}","{""distance"": 0.1, ""slope"": 0.8, ""scenery"": 0.1}","{""distance"": 0.175, ""slope"": 0.65, ""scenery"": 0.175}",walk,walk,1
L2_032,从信息学部清真食堂到武汉大学狮子山(樱园西路)的步行路线，走最近的路,L2_single_pref,path_planning,path_planning,信息学部清真食堂,信息学部清真食堂,武汉大学狮子山(樱园西路),武汉大学狮子山(樱园西路),"{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": 0.8, ""slope"": 0.1, ""scenery"": 0.1}","{""distance"": 0.8, ""slope"": 0.1, ""scenery"": 0.1}",walk,walk,1
L2_033,武汉大学梅园出发去西教学楼，挑景色漂亮的路,L2_single_pref,path_planning,path_planning,武汉大学梅园,武汉大学梅园,西教学楼,西教学楼,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""high""}",null,"{""distance"": 0.175, ""slope"": 0.175, ""scenery"": 0.65}",walk,walk,1
L2_034,从武汉大学工学部5教楼到朴大叔拌饭(工学部店)，不着急，慢慢走,L2_single_pref,path_planning,path_planning,武汉大学工学部5教楼,武汉大学工学部5教楼,朴大叔拌饭(工学部店),朴大叔拌饭(工学部店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""relaxed"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,"{""distance"": 0.65, ""slope"": 0.175, ""scenery"": 0.175}",walk,walk,1
L2_035,从珞家拾光(工学部店)去武汉大学篮球场(文体路)怎么走，走适合拍照的路线,L2_single_pref,path_planning,path_planning,珞家拾光(工学部店),珞家拾光(工学部店),武汉大学篮球场(文体路),武汉大学篮球场(文体路),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""high""}",null,"{""distance"": 0.175, ""slope"": 0.175, ""scenery"": 0.65}",walk,walk,1
L2_036,帮我规划一条星湖综合实验大楼到湘菜馆(武汉大学内店)的路线，走适合拍照的路线,L2_single_pref,path_planning,path_planning,星湖,星湖综合实验大楼,湘菜馆(武汉大学内店),湘菜馆(武汉大学内店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""high""}",null,"{""distance"": 0.175, ""slope"": 0.175, ""scenery"": 0.65}",walk,walk,1
L2_037,走着去，瑞幸咖啡(信息学部店)到星湖园餐厅咋走，走平缓一点的路,L2_single_pref,path_planning,path_planning,走着,瑞幸咖啡(信息学部店),瑞幸咖啡(信息学部店),星湖园餐厅,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""normal""}",null,"{""distance"": 0.175, ""slope"": 0.65, ""scenery"": 0.175}",walk,walk,1
L2_038,武汉大学商学院EMBA中心出发去武汉大学大学生创业俱乐部，想一路看风景,L2_single_pref,path_planning,path_planning,武汉大学商学院EMBA中心,武汉大学商学院EMBA中心,武汉大学大学生创业俱乐部,武汉大学大学生创业俱乐部,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""high""}",null,"{""distance"": 0.175, ""slope"": 0.175, ""scenery"": 0.65}",walk,walk,1
L2_039,步行，帮我规划一条北门到呷哺呷哺(梅园店)的路线，别走台阶,L2_single_pref,path_planning,path_planning,北门,北门,呷哺呷哺(梅园店),呷哺呷哺(梅园店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""normal""}",null,"{""distance"": 0.175, ""slope"": 0.65, ""scenery"": 0.175}",walk,walk,1
L2_040,走路从武汉大学法学图书馆到沙县小吃(工学部店)的步行路线，时间宽裕，随便逛逛,L2_single_pref,path_planning,path_planning,武汉大学法学图书馆,武汉大学法学图书馆,沙县小吃(工学部店),沙县小吃(工学部店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""relaxed"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,"{""distance"": 0.65, ""slope"": 0.175, ""scenery"": 0.175}",walk,walk,1
L2_041,帮我规划一条工学部清真食堂到武汉大学信息学部学生活动中心的路线，走最近的路,L2_single_pref,path_planning,path_planning,工学部,工学部清真食堂,武汉大学信息学部学生活动中心,武汉大学信息学部学生活动中心,"{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": 0.8, ""slope"": 0.1, ""scenery"": 0.1}","{""distance"": 0.8, ""slope"": 0.1, ""scenery"": 0.1}",walk,walk,1
L2_042,从信息学部西区综合楼去武汉大学物理学院新楼怎么走，别走台阶,L2_single_pref,path_planning,path_planning,信息学部西区综合楼,信息学部西区综合楼,武汉大学物理学院新楼,武汉大学物理学院新楼,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""normal""}",null,"{""distance"": 0.175, ""slope"": 0.65, ""scenery"": 0.175}",walk,walk,1
L2_043,从茶百道(工学部店)到武汉大学工学部6教学楼的步行路线，时间宽裕，随便逛逛,L2_single_pref,path_planning,path_planning,茶百道(工学部店),茶百道(工学部店),武汉大学工学部6教学楼,武汉大学工学部6教学楼,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""relaxed"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,"{""distance"": 0.65, ""slope"": 0.175, ""scenery"": 0.175}",walk,walk,1
L2_044,走着去从武汉大学信息学部测绘学院去武汉大学工学部A教学楼怎么走，走平缓一点的路,L2_single_pref,path_planning,path_planning,武汉大学信息学部测绘学院,武汉大学信息学部测绘学院,武汉大学工学部A教学楼,武汉大学工学部A教学楼,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""normal""}",null,"{""distance"": 0.175, ""slope"": 0.65, ""scenery"": 0.175}",walk,walk,1
L2_045,麻烦问下武汉大学早期建筑去蜜雪冰城(湖滨店)的路，不着急，慢慢走,L2_single_pref,path_planning,path_planning,武汉大学早期建筑,武汉大学早期建筑,蜜雪冰城(湖滨店),蜜雪冰城(湖滨店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""relaxed"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,"{""distance"": 0.65, ""slope"": 0.175, ""scenery"": 0.175}",walk,walk,1
L2_046,我想步行从信息学部清真食堂走到达美乐比萨(枫园店)，膝盖不好不想爬坡,L2_single_pref,path_planning,path_planning,信息学部清真食堂,信息学部清真食堂,枫园,达美乐比萨(枫园店),"{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""normal""}","{""distance"": 0.1, ""slope"": 0.8, ""scenery"": 0.1}","{""distance"": 0.175, ""slope"": 0.65, ""scenery"": 0.175}",walk,walk,1
L2_047,步行，麻烦问下武汉大学实验室与设备管理处去丁记炒饭(武大可送校内店)的路，时间宽裕，随便逛逛,L2_single_pref,path_planning,path_planning,武汉大学实验室与设备管理处,武汉大学实验室与设备管理处,丁记炒饭(武大可送校内店),丁记炒饭(武大可送校内店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""relaxed"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,"{""distance"": 0.65, ""slope"": 0.175, ""scenery"": 0.175}",walk,walk,1
L2_048,从武汉大学信息管理学院到武汉大学刘少奇研究中心，别走台阶,L2_single_pref,path_planning,path_planning,武汉大学信息管理学院,武汉大学信息管理学院,武汉大学刘少奇研究中心,武汉大学刘少奇研究中心,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""normal""}",null,"{""distance"": 0.175, ""slope"": 0.65, ""scenery"": 0.175}",walk,walk,1
L2_049,麻烦问下武汉大学工学部A教学楼去蔬三时轻食(武大校内店)的路，想一路看风景,L2_single_pref,path_planning,path_planning,工学部,武汉大学工学部A教学楼,蔬三时轻食(武大校内店),蔬三时轻食(武大校内店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""high""}",null,"{""distance"": 0.175, ""slope"": 0.175, ""scenery"": 0.65}",walk,walk,1
L2_050,从朴大叔拌饭(工学部店)去煎百味(信息学部店)怎么走，膝盖不好不想爬坡,L2_single_pref,path_planning,path_planning,朴大叔拌饭(工学部店),朴大叔拌饭(工学部店),煎百味(信息学部店),煎百味(信息学部店),"{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""normal""}","{""distance"": 0.1, ""slope"": 0.8, ""scenery"": 0.1}","{""distance"": 0.175, ""slope"": 0.65, ""scenery"": 0.175}",walk,walk,1
L2_051,走着去，帮我规划一条武汉大学高等研究院到凌波门栈桥的路线，挑景色漂亮的路,L2_single_pref,path_planning,path_planning,走着,武汉大学高等研究院,凌波门,凌波门栈桥,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""high""}",null,"{""distance"": 0.175, ""slope"": 0.175, ""scenery"": 0.65}",walk,walk,1
L2_052,走着去，麻烦问下肯德基(梅园店)去鱼你在一起(信息学部店)的路，哪条路最短,L2_single_pref,path_planning,path_planning,走着,肯德基(梅园店),梅园,鱼你在一起(信息学部店),"{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": 0.8, ""slope"": 0.1, ""scenery"": 0.1}","{""distance"": 0.8, ""slope"": 0.1, ""scenery"": 0.1}",walk,walk,1
L2_053,金闪闪炸鸡腿(武大店)到鱼籽村秘制拌饭(武大店)咋走，时间宽裕，随便逛逛,L2_single_pref,path_planning,path_planning,金闪闪炸鸡腿(武大店),金闪闪炸鸡腿(武大店),鱼籽村秘制拌饭(武大店),鱼籽村秘制拌饭(武大店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""relaxed"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,"{""distance"": 0.65, ""slope"": 0.175, ""scenery"": 0.175}",walk,walk,1
L2_054,武汉大学梅园食堂出发去珞珈饮品(桂园店)，走平缓一点的路,L2_single_pref,path_planning,path_planning,武汉大学梅园,武汉大学梅园食堂,珞珈饮品(桂园店),珞珈饮品(桂园店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""normal""}",null,"{""distance"": 0.175, ""slope"": 0.65, ""scenery"": 0.175}",walk,walk,1
L2_055,我想从肯德基(信息学部店)走到武汉大学信息学部星湖教3楼，别走台阶,L2_single_pref,path_planning,path_planning,肯德基(信息学部店),肯德基(信息学部店),星湖,武汉大学信息学部星湖教3楼,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""normal""}",null,"{""distance"": 0.175, ""slope"": 0.65, ""scenery"": 0.175}",walk,walk,1
L3_001,从武汉大学信息学部测绘学院到西南门的步行路线，走平缓一点的路，走风景好的路,L3_multi_pref,path_planning,path_planning,武汉大学信息学部测绘学院,武汉大学信息学部测绘学院,西南门,西南门,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""high""}","{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""high""}","{""distance"": 0.1, ""slope"": 0.1, ""scenery"": 0.8}","{""distance"": 0.1, ""slope"": 0.45, ""scenery"": 0.45}",walk,walk,1
L3_002,从前沿交叉学科研究院到武汉大学鲲鹏广场的步行路线，避开陡坡，想一路看风景,L3_multi_pref,path_planning,path_planning,前沿交叉学科研究院,前沿交叉学科研究院,武汉大学鲲鹏广场,武汉大学鲲鹏广场,"{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""high""}","{""distance"": 0.1, ""slope"": 0.8, ""scenery"": 0.1}","{""distance"": 0.1, ""slope"": 0.45, ""scenery"": 0.45}",walk,walk,1
L3_003,从武汉大学足球场去武汉大学社会主义学院怎么走，膝盖不好不想爬坡，走风景好的路,L3_multi_pref,path_planning,path_planning,武汉大学足球场,武汉大学足球场,武汉大学社会主义学院,武汉大学社会主义学院,"{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""high""}","{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""high""}","{""distance"": 0.1, ""slope"": 0.45, ""scenery"": 0.45}","{""distance"": 0.1, ""slope"": 0.45, ""scenery"": 0.45}",walk,walk,1
L3_004,从瑞幸咖啡(梅园店)到不颠哥港式甜品店(武大店)的步行路线，避开陡坡，走适合拍照的路线,L3_multi_pref,path_planning,path_planning,瑞幸咖啡(梅园店),瑞幸咖啡(梅园店),不颠哥港式甜品店(武大店),不颠哥港式甜品店(武大店),"{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""high""}","{""distance"": 0.1, ""slope"": 0.8, ""scenery"": 0.1}","{""distance"": 0.1, ""slope"": 0.45, ""scenery"": 0.45}",walk,walk,1
L3_005,步行，信息学部西区综合楼出发去珞瑜门，走平缓一点的路，想一路看风景,L3_multi_pref,path_planning,path_planning,信息学部,信息学部西区综合楼,珞瑜门,珞瑜门,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""high""}",null,"{""distance"": 0.1, ""slope"": 0.45, ""scenery"": 0.45}",walk,walk,1
L3_006,从武汉大学留学生教育学院到武汉大学工学部10教学楼的步行路线，别走台阶，想一路看风景,L3_multi_pref,path_planning,path_planning,武汉大学留学生教育学院,武汉大学留学生教育学院,武汉大学工学部10教学楼,武汉大学工学部10教学楼,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""high""}",null,"{""distance"": 0.1, ""slope"": 0.45, ""scenery"": 0.45}",walk,walk,1
L3_007,麻烦问下凌波门栈桥去武汉大学人文社会科学研究院的路，走平缓一点的路，走适合拍照的路线,L3_multi_pref,path_planning,path_planning,凌波门,凌波门栈桥,武汉大学人文社会科学研究院,武汉大学人文社会科学研究院,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""high""}",null,"{""distance"": 0.1, ""slope"": 0.45, ""scenery"": 0.45}",walk,walk,1
L3_008,从武汉大学社会主义学院到武汉大学六一纪念亭，走平缓一点的路，想一路看风景,L3_multi_pref,path_planning,path_planning,武汉大学社会主义学院,武汉大学社会主义学院,武汉大学六一纪念亭,武汉大学六一纪念亭,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""high""}",null,"{""distance"": 0.1, ""slope"": 0.45, ""scenery"": 0.45}",walk,walk,1
L3_009,我想从农家小炒(桂园一路)走到珞珈自强超市，膝盖不好不想爬坡，挑景色漂亮的路,L3_multi_pref,path_planning,path_planning,农家小炒(桂园一路),农家小炒(桂园一路),珞珈自强超市,珞珈自强超市,"{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""high""}","{""distance"": 0.1, ""slope"": 0.8, ""scenery"": 0.1}","{""distance"": 0.1, ""slope"": 0.45, ""scenery"": 0.45}",walk,walk,1
L3_010,我想从恩施炕小土豆(武大店)走到工学部操场，避开陡坡，挑景色漂亮的路,L3_multi_pref,path_planning,path_planning,恩施炕小土豆(武大店),恩施炕小土豆(武大店),工学部,工学部操场,"{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""high""}","{""distance"": 0.1, ""slope"": 0.8, ""scenery"": 0.1}","{""distance"": 0.1, ""slope"": 0.45, ""scenery"": 0.45}",walk,walk,1
L3_011,从武汉大学工学部5教楼到肯德基(梅园店)，走平缓一点的路，想一路看风景,L3_multi_pref,path_planning,path_planning,武汉大学工学部5教楼,武汉大学工学部5教楼,肯德基(梅园店),肯德基(梅园店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""high""}",null,"{""distance"": 0.1, ""slope"": 0.45, ""scenery"": 0.45}",walk,walk,1
L3_012,帮我规划一条茶颜悦色(梅园店)到武汉大学珞珈广场的路线，别走台阶，想一路看风景,L3_multi_pref,path_planning,path_planning,梅园,茶颜悦色(梅园店),武汉大学珞珈广场,武汉大学珞珈广场,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""high""}",null,"{""distance"": 0.1, ""slope"": 0.45, ""scenery"": 0.45}",walk,walk,1
L3_013,从瑞幸咖啡(梅园店)到古茗(工学部田园店)，哪条路最短，别走台阶,L3_multi_pref,path_planning,path_planning,瑞幸咖啡(梅园店),瑞幸咖啡(梅园店),古茗(工学部田园店),古茗(工学部田园店),"{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""short"", ""slope"": ""avoid"", ""scenery"": ""normal""}","{""distance"": 0.8, ""slope"": 0.1, ""scenery"": 0.1}","{""distance"": 0.5, ""slope"": 0.45, ""scenery"": 0.1}",walk,walk,1
L3_014,我想从武汉大学樱园走到武汉大学图书馆工学分馆，走最近的路，膝盖不好不想爬坡,L3_multi_pref,path_planning,path_planning,武汉大学樱园,武汉大学樱园,武汉大学图书馆(总馆),武汉大学图书馆工学分馆,"{""distance"": ""short"", ""slope"": ""avoid"", ""scenery"": ""normal""}","{""distance"": ""short"", ""slope"": ""avoid"", ""scenery"": ""normal""}","{""distance"": 0.45, ""slope"": 0.45, ""scenery"": 0.1}","{""distance"": 0.5, ""slope"": 0.45, ""scenery"": 0.1}",walk,walk,1
L3_015,肯德基(梅园店)出发去武汉大学新闻与传播学院，越近越好，走平缓一点的路,L3_multi_pref,path_planning,path_planning,肯德基(梅园店),肯德基(梅园店),武汉大学新闻与传播学院,武汉大学新闻与传播学院,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""short"", ""slope"": ""avoid"", ""scenery"": ""normal""}",null,"{""distance"": 0.5, ""slope"": 0.45, ""scenery"": 0.1}",walk,walk,1
L3_016,青柠欢喜咖啡果饮(武大店)到瑞幸咖啡(工学部店)咋走，越近越好，避开陡坡,L3_multi_pref,path_planning,path_planning,青柠欢喜咖啡果饮(武大店),青柠欢喜咖啡果饮(武大店),瑞幸咖啡(工学部店),瑞幸咖啡(工学部店),"{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""normal""}","{""distance"": ""short"", ""slope"": ""avoid"", ""scenery"": ""normal""}","{""distance"": 0.1, ""slope"": 0.8, ""scenery"": 0.1}","{""distance"": 0.5, ""slope"": 0.45, ""scenery"": 0.1}",walk,walk,1
L3_017,从弘毅门到武汉大学大学生创业俱乐部的步行路线，越近越好，膝盖不好不想爬坡,L3_multi_pref,path_planning,path_planning,弘毅门,弘毅门,武汉大学大学生创业俱乐部,武汉大学大学生创业俱乐部,"{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""normal""}","{""distance"": ""short"", ""slope"": ""avoid"", ""scenery"": ""normal""}","{""distance"": 0.1, ""slope"": 0.8, ""scenery"": 0.1}","{""distance"": 0.5, ""slope"": 0.45, ""scenery"": 0.1}",walk,walk,1
L3_018,从武汉大学人文社会科学研究院到珞家拾光(工学部店)，赶时间，要最快的路线，走平缓一点的路,L3_multi_pref,path_planning,path_planning,武汉大学人文社会科学研究院,武汉大学人文社会科学研究院,珞家拾光(工学部店),珞家拾光(工学部店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""short"", ""slope"": ""avoid"", ""scenery"": ""normal""}",null,"{""distance"": 0.5, ""slope"": 0.45, ""scenery"": 0.1}",walk,walk,1
L3_019,走路从WHU1893咖啡馆到武汉大学口腔医院，走最近的路，别走台阶,L3_multi_pref,path_planning,path_planning,WHU1893咖啡馆,WHU1893咖啡馆,武汉大学口腔医院,武汉大学口腔医院,"{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""short"", ""slope"": ""avoid"", ""scenery"": ""normal""}","{""distance"": 0.8, ""slope"": 0.1, ""scenery"": 0.1}","{""distance"": 0.5, ""slope"": 0.45, ""scenery"": 0.1}",walk,walk,1
L3_020,我想走路从霸王茶姬(信息学部店)走到珞瑜门，走最近的路，走平缓一点的路,L3_multi_pref,path_planning,path_planning,霸王茶姬(信息学部店),霸王茶姬(信息学部店),珞瑜门,珞瑜门,"{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""short"", ""slope"": ""avoid"", ""scenery"": ""normal""}","{""distance"": 0.8, ""slope"": 0.1, ""scenery"": 0.1}","{""distance"": 0.5, ""slope"": 0.45, ""scenery"": 0.1}",walk,walk,1
L3_021,桂圆馄饨(工学部集贸市场)出发去霸王茶姬(信息学部店)，哪条路最短，别走台阶,L3_multi_pref,path_planning,path_planning,桂圆馄饨(工学部集贸市场),桂圆馄饨(工学部集贸市场),霸王茶姬(信息学部店),霸王茶姬(信息学部店),"{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""short"", ""slope"": ""avoid"", ""scenery"": ""normal""}","{""distance"": 0.8, ""slope"": 0.1, ""scenery"": 0.1}","{""distance"": 0.5, ""slope"": 0.45, ""scenery"": 0.1}",walk,walk,1
L3_022,土黄牛肉面(工学部店)到柠季手打柠檬茶(信息学部店)咋走，走最近的路，别走台阶,L3_multi_pref,path_planning,path_planning,土黄牛肉面(工学部店),土黄牛肉面(工学部店),柠季手打柠檬茶(信息学部店),柠季手打柠檬茶(信息学部店),"{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""short"", ""slope"": ""avoid"", ""scenery"": ""normal""}","{""distance"": 0.8, ""slope"": 0.1, ""scenery"": 0.1}","{""distance"": 0.5, ""slope"": 0.45, ""scenery"": 0.1}",walk,walk,1
L3_023,从赛百味(工学部店)到武汉大学社会主义学院的步行路线，哪条路最短，挑景色漂亮的路,L3_multi_pref,path_planning,path_planning,赛百味(工学部店),赛百味(工学部店),武汉大学社会主义学院,武汉大学社会主义学院,"{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""high""}","{""distance"": 0.8, ""slope"": 0.1, ""scenery"": 0.1}","{""distance"": 0.5, ""slope"": 0.1, ""scenery"": 0.45}",walk,walk,1
L3_024,走路从桂园食堂到柚见鲜茶(信息学部三食堂店)，走最近的路，挑景色漂亮的路,L3_multi_pref,path_planning,path_planning,桂园食堂,桂园食堂,柚见鲜茶(信息学部三食堂店),柚见鲜茶(信息学部三食堂店),"{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""high""}","{""distance"": 0.8, ""slope"": 0.1, ""scenery"": 0.1}","{""distance"": 0.5, ""slope"": 0.1, ""scenery"": 0.45}",walk,walk,1
L3_025,我想从洪波门走到老樱园食堂，赶时间，要最快的路线，挑景色漂亮的路,L3_multi_pref,path_planning,path_planning,洪波门,洪波门,樱园,老樱园食堂,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""high""}",null,"{""distance"": 0.5, ""slope"": 0.1, ""scenery"": 0.45}",walk,walk,1
L3_026,麻烦问下武汉大学湖滨风味食堂去国立武汉大学日字斋的路，赶时间，要最快的路线，挑景色漂亮的路,L3_multi_pref,path_planning,path_planning,湖滨,武汉大学湖滨风味食堂,国立武汉大学日字斋,国立武汉大学日字斋,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""high""}",null,"{""distance"": 0.5, ""slope"": 0.1, ""scenery"": 0.45}",walk,walk,1
L3_027,从武汉大学樱园去麦当劳(枫园店)怎么走，越近越好，走适合拍照的路线,L3_multi_pref,path_planning,path_planning,武汉大学樱园,武汉大学樱园,麦当劳(枫园店),麦当劳(枫园店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""high""}",null,"{""distance"": 0.5, ""slope"": 0.1, ""scenery"": 0.45}",walk,walk,1
L3_028,走路从瑞幸咖啡(信息学部店)去工学部操场怎么走，赶时间，要最快的路线，挑景色漂亮的路,L3_multi_pref,path_planning,path_planning,瑞幸咖啡(信息学部店),瑞幸咖啡(信息学部店),工学部,工学部操场,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""high""}",null,"{""distance"": 0.5, ""slope"": 0.1, ""scenery"": 0.45}",walk,walk,1
L3_029,走着去，帮我规划一条老乡鸡(信息学部店)到桂园二食堂的路线，哪条路最短，挑景色漂亮的路,L3_multi_pref,path_planning,path_planning,走着,老乡鸡(信息学部店),桂园,桂园二食堂,"{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""high""}","{""distance"": 0.8, ""slope"": 0.1, ""scenery"": 0.1}","{""distance"": 0.5, ""slope"": 0.1, ""scenery"": 0.45}",walk,walk,1
