id,学部,类型,名称,经度,纬度,别名,高德地址,需重点核对
poi_175,工学部,教学科研,武汉大学先进制造与人工智能实验室,114.369233,30.542304,先进制造与人工智能实验室,珞珈山街道八一路299号武汉大学,
poi_176,工学部,教学科研,武汉大学区域经济研究中心,114.370792,30.541948,区域经济研究中心 / 湖滨六舍,凌波路湖滨六舍附楼1层,
poi_177,工学部,教学科研,武汉大学发展研究院,114.376202,30.535554,发展研究院,珞珈山路16号,
poi_178,工学部,教学科研,武汉大学商学院EMBA中心,114.373711,30.538649,商学院EMBA中心 / 商学院MPAcc中心 / 武汉大学商学院MPAcc中心,珞珈山16号武汉大学,
poi_179,工学部,教学科研,武汉大学国家文化发展研究院,114.37283,30.534403,国家文化发展研究院,文理学部珞珈山武汉大学别墅区一区20栋,
poi_180,工学部,教学科研,武汉大学外国语言文学学院,114.37089,30.539478,外国语言文学学院 / 外国语言文学学院大楼,八一路299号珞珈山,
poi_181,工学部,教学科研,武汉大学工学部10教学楼,114.361007,30.544295,网络教育学院,八一路299号武汉大学工学部内,★
poi_182,工学部,教学科研,武汉大学工学部11教学楼,114.360966,30.540694,工11教 / 工十一教 / 工学部11号教学楼 / 工学部11教 / 工学部11教学楼 / 工学部十一教,珞珈山街道八一路299号武汉大学,★
poi_183,工学部,教学科研,武汉大学工学部3教学楼,114.363094,30.543968,工3教 / 工三教 / 工学部3教 / 工学部3教学楼 / 工学部三教 / 工学部三教学楼,国立武汉大学3教学楼,★
poi_184,工学部,教学科研,武汉大学工学部5教楼,114.363411,30.543276,工5教 / 工五教 / 工学部5号教学楼 / 工学部5教 / 工学部5教学楼 / 工学部5教楼,珞珈山16号武汉大学,★
poi_185,工学部,教学科研,武汉大学工学部6教学楼,114.361411,30.54249,工6教 / 工六教 / 工学部6号教学楼 / 工学部6教 / 工学部6教学楼 / 工学部六教,珞珈山16号武汉大学文澜路附近,★
poi_186,工学部,教学科研,武汉大学工学部A教学楼,114.361994,30.543382,工学部A教学楼,松园中路与文澜路交叉口东北140米,
poi_187,工学部,教学科研,武汉大学工学部一教,114.362202,30.543825,一教（工学部） / 工1教 / 工一教 / 工学部1号教学楼 / 工学部1教 / 工学部1教学楼,东湖南路8号,★
poi_188,工学部,教学科研,武汉大学工学部四教学楼,114.361127,30.543057,工4教 / 工四教 / 工学部4号教学楼 / 工学部4教 / 工学部4教学楼 / 工学部四教,珞珈山16号武汉大学附近,★
poi_189,工学部,教学科研,武汉大学工学部水资源与水电工程科学国家重点实验室,114.362365,30.5421,农田水利楼,珞珈山街道八一路299号武汉大学,
poi_190,工学部,教学科研,武汉大学工学部高电压绝缘监测实验室,114.360275,30.540625,高电压绝缘监测实验室,弘毅大道与珞山路交叉口南120米,
poi_191,工学部,教学科研,武汉大学新闻与传播学院,114.36774,30.53986,佩松楼 / 新闻与传播学院,八一路299号武汉大学内,
poi_192,工学部,教学科研,武汉大学机械工程实验教学中心现代加工部,114.362118,30.541051,,珞珈山街道八一路299号武汉大学,
poi_193,工学部,教学科研,武汉大学机械工程实验教学中心车削加工部,114.362168,30.541563,,珞珈山街道八一路299号武汉大学,
poi_194,工学部,教学科研,武汉大学法学图书馆,114.370764,30.538815,法学图书馆 / 法学院图 / 法学院图书馆,东湖南路28号,
poi_195,工学部,教学科研,武汉大学法学院,114.371185,30.538687,法学院 / 法学院大楼,珞珈山16号武汉大学,
poi_196,工学部,教学科研,武汉大学爱平音乐厅,114.37325,30.541079,爱平音乐厅,半边山路与侧船山路交叉口东240米,
poi_197,工学部,教学科研,武汉大学留学生教育学院,114.374029,30.537561,留学生教育学院,珞珈山街道八一路299号武汉大学,
poi_198,工学部,教学科研,武汉大学社会学院,114.368115,30.540413,社会学院 / 社会学院大楼,八一路299号武汉大学内,
poi_199,工学部,教学科研,武汉大学经济与管理学院,114.373277,30.538851,亮胜楼 / 武汉大学经济与管理学院景林报告厅 / 经济与管理学院 / 经济与管理学院景林报告厅,八一路299号珞珈山武汉大学,
poi_200,工学部,教学科研,武汉大学艺术学院,114.367932,30.539028,人文馆 / 艺术学院,人文路,
poi_201,工学部,食堂,工学部三食堂,114.366153,30.543798,工学部3食堂 / 工学部CBD / 工学部三,武汉大学工学部食堂，提供日常餐饮。,
poi_202,工学部,食堂,工学部清真食堂,114.366126,30.543179,工学部清真,武汉大学工学部食堂，提供日常餐饮。,
poi_203,工学部,食堂,武汉大学工学部学生一食堂,114.365751,30.543029,工学部1食堂 / 工学部一、二、清真 / 工学部一、二、清真食堂 / 工学部一食堂 / 工学部二 / 工学部二食堂,八一路299号武汉大学工学部内,
poi_204,工学部,体育,工学部体育馆,114.366757,30.5439,工学部体育馆健身房,武汉大学工学部体育设施。,
poi_205,工学部,体育,工学部操场,114.367973,30.543589,,武汉大学工学部体育设施。,
poi_206,工学部,体育,工学部篮球场,114.36707,30.54214,,武汉大学工学部体育设施。,
poi_207,工学部,寝室,工学部15舍,114.366063,30.541484,工15 / 工15舍 / 工十五 / 工十五舍 / 工学部十五舍,武汉大学工学部学生宿舍区。,★
poi_208,工学部,寝室,工学部3舍,114.366079,30.542449,工3 / 工3舍 / 工三 / 工三舍 / 工学部三舍,武汉大学工学部学生宿舍区。,★
poi_209,工学部,寝室,工学部5舍,114.364649,30.541835,工5 / 工5舍 / 工五 / 工五舍 / 工学部五舍,武汉大学工学部学生宿舍区。,★
poi_210,工学部,寝室,工学部8舍,114.364525,30.543893,工8 / 工8舍 / 工八 / 工八舍 / 工学部八舍,武汉大学工学部学生宿舍区。,★
poi_211,工学部,寝室,工学部9舍,114.365765,30.544514,工9 / 工9舍 / 工九 / 工九舍 / 工学部九舍,武汉大学工学部学生宿舍区。,★
poi_212,工学部,寝室,武汉大学工学部10舍,114.365792,30.544935,工10 / 工10舍 / 工十 / 工十舍 / 工学部10舍 / 工学部十舍,松园东路附近,★
poi_213,工学部,寝室,武汉大学工学部11舍,114.365141,30.544026,工11 / 工11舍 / 工十一 / 工十一舍 / 工学部11舍 / 工学部十一舍,珞珈山街道八一路299号武汉大学,★
poi_214,工学部,寝室,武汉大学工学部12舍,114.365264,30.544582,工12 / 工12舍 / 工十二 / 工十二舍 / 工学部12舍 / 工学部十二舍,东湖南路58号附近,★
poi_215,工学部,寝室,武汉大学工学部16舍,114.366169,30.541106,工16 / 工16舍 / 工十六 / 工十六舍 / 工学部16舍 / 工学部十六舍,珞珈山16号武汉大学,★
poi_216,工学部,寝室,武汉大学工学部17舍,114.366858,30.541129,工17 / 工17舍 / 工十七 / 工十七舍 / 工学部17舍 / 工学部十七舍,珞珈山街道八一路299号武汉大学,★
poi_217,工学部,寝室,武汉大学工学部1舍,114.365343,30.542463,工1 / 工1舍 / 工一 / 工一舍 / 工学部1舍 / 工学部一舍,珞珈山街道八一路299号武汉大学,★
poi_218,工学部,寝室,武汉大学工学部2舍,114.364615,30.542347,工学部2舍,松园中路与育才路交叉口南50米,★
poi_219,工学部,寝室,武汉大学工学部4舍,114.365471,30.541911,工4 / 工4舍 / 工四 / 工四舍 / 工学部4舍 / 工学部四舍,珞珈山街道八一路299号武汉大学,★
poi_220,工学部,寝室,武汉大学工学部6舍,114.366152,30.541875,工6 / 工6舍 / 工六 / 工六舍 / 工学部6舍 / 工学部六舍,八一路299号武汉大学,★
poi_221,工学部,寝室,武汉大学工学部学生7舍,114.364764,30.543037,工7 / 工7舍 / 工七 / 工七舍 / 工学部7舍 / 工学部七舍,珞珈山街道东湖南路66号,★
poi_222,工学部,寝室,武汉大学工学部学生宿舍新2舍,114.358921,30.542953,工学部学生宿舍新2舍,珞珈山街道松园中路43号,★
poi_223,工学部,寝室,武汉大学留学生宿舍1号楼,114.37457,30.537687,1栋 / 国际园区1栋 / 国际园区学生宿舍1栋 / 学生公寓1栋 / 留1号楼 / 留学生宿舍1号楼,八一路299号武汉大学内,
poi_224,工学部,寝室,武汉大学留学生宿舍2号楼,114.374363,30.537981,2栋 / 学生公寓2栋 / 留2号楼 / 留学生宿舍2号楼 / 西区2栋 / 西区学生宿舍2栋,珞珈山16号武汉大学,
poi_225,工学部,寝室,留学生宿舍3号楼,114.373232,30.537854,留3号楼,武汉大学工学部学生宿舍区。,
poi_226,工学部,校门,武汉大学茶港门,114.354475,30.539325,工学部茶港门 / 武大茶港门 / 茶港门,工学部茶港门（茶港路与天鹅路交叉口，高德核实）,
poi_227,工学部,校门,洪波门,114.365941,30.545754,东湖南路洪波门 / 工学部正门 / 工学部洪波门 / 水生所旁校门,东湖南路工学部洪波门，邻近中科院水生所与工学部新体育馆。,
poi_228,工学部,景点,武汉大学周恩来故居,114.372264,30.53451,周恩来故居,珞珈山一区27号,
poi_229,工学部,景点,闻一多纪念馆,114.373472,30.534706,,环山南路珞珈山,
poi_230,工学部,校内服务,武汉大学工学部大学生活动中心,114.36544,30.543095,工学部大学生活动中心,东湖南路54号,
poi_231,工学部,校内服务,珞珈自强超市,114.372324,30.537369,枫园雯雯超市 / 校内超市 / 武大超市 / 武汉大学枫园雯雯超市 / 自强超市,武汉大学枫园阅览室西门东90米,
poi_232,信息学部,教学科研,中国龙狮运动学院,114.377625,30.519575,,远志路与珞喻路交叉口北240米,
poi_233,信息学部,教学科研,二号教学楼,114.360011,30.518845,,武汉大学文理学部教学楼，位于文理学部核心教学区。,★
poi_234,信息学部,教学科研,信息学部西区综合楼,114.356425,30.527225,,星湖三路与星湖南路交叉口西140米,
poi_235,信息学部,教学科研,国际园区2号教学楼,114.356755,30.522887,,武汉大学文理学部教学楼，位于文理学部核心教学区。,★
poi_236,信息学部,教学科研,国际园区3号教学楼,114.35645,30.522485,,武汉大学文理学部教学楼，位于文理学部核心教学区。,★
poi_237,信息学部,教学科研,星湖综合实验大楼,114.355951,30.527385,,武汉大学文理学部地标。,
poi_238,信息学部,教学科研,武汉大学信息学部1号教学楼,114.361309,30.526473,1号教学楼 / 一教（信部） / 信1教 / 信一教 / 信息学部1号教学楼 / 信息学部1教,珞喻路129号武汉大学信息学部,★
poi_239,信息学部,教学科研,武汉大学信息学部2教学楼,114.36228,30.52653,信2教 / 信二教 / 信息学部2号教学楼 / 信息学部2教 / 信息学部2教学楼 / 信息学部二号教学楼,八一路299号武汉大学信息学部内,★
poi_240,信息学部,教学科研,武汉大学信息学部图书馆,114.361282,30.529081,信图 / 信息图书馆 / 信息学部图 / 信息学部图书馆,珞瑜路129号武汉大学信息学部,
poi_241,信息学部,教学科研,武汉大学信息学部星湖教3楼,114.360227,30.526503,信三教 / 信息学部3号教学楼 / 信息学部三教 / 信息学部星湖教3楼 / 信部3教 / 信部三教,珞南街道武汉大学信息学部,
poi_242,信息学部,教学科研,武汉大学信息学部测绘学院,114.36229,30.525938,4号教学楼 / 信息学部测绘学院,珞喻路129号(广埠屯地铁站K口步行380米),
poi_243,信息学部,教学科研,武汉大学信息学部测绘遥感信息工程全国重点实验室,114.36045,30.527043,测绘遥感信息工程国家重点实验室大楼,珞珈山16号,
poi_244,信息学部,教学科研,武汉大学信息学部现代大地测量与地球动力学教育部重点实验室,114.362575,30.529325,地球空间环境与大地测量研究室,求是大道与汉林东路交叉口西南40米,
poi_245,信息学部,教学科研,武汉大学信息学部西区B4教学楼,114.357189,30.527724,信4教 / 信四教 / 信息学部4号教学楼 / 信息学部4教 / 信息学部4教学楼 / 信息学部四号教学楼,珞喻路129号武汉大学信息学部,★
poi_246,信息学部,教学科研,武汉大学信息学部资源与环境科学学院,114.360216,30.525426,信七教 / 信息学部7号教学楼 / 信息学部七教 / 信部7教 / 信部七教,广埠屯地铁站K口步行310米,
poi_247,信息学部,教学科研,武汉大学信息学部遥感信息工程学院(5号教学楼),114.360006,30.525889,5号教学楼 / 信5教 / 信五教 / 信息学部5号教学楼 / 信息学部5教 / 信息学部5教学楼,珞喻路129号武汉大学信息学部,★
poi_248,信息学部,教学科研,武汉大学宇航科学与技术研究院,114.357518,30.527134,宇航科学与技术研究院,珞喻路129号武汉大学信息学部,
poi_249,信息学部,教学科研,武汉大学文理学院珞涵屯,114.373397,30.529605,文理学院珞涵屯,东湖风景区街道,
poi_250,信息学部,教学科研,武汉大学遥感信息工程学院,114.362075,30.525575,教学实验大楼 / 遥感信息工程学院,广八路110-1号(广埠屯地铁站K口步行370米),
poi_251,信息学部,教学科研,法学院楼,114.358878,30.521453,,武汉大学法学院楼，位于文理学部。,
poi_252,信息学部,教学科研,西教学楼,114.377859,30.521441,,武汉大学信息学部教学楼，位于信息学部核心教学区。,
poi_253,信息学部,食堂,信息学部清真食堂,114.358632,30.527012,信息学部清真,武汉大学信息学部食堂，提供日常餐饮。,
poi_254,信息学部,食堂,武汉大学信息学部学生一食堂,114.359267,30.528325,信息学部1食堂 / 信息学部一 / 信息学部一食堂 / 信息学部学生一食堂 / 信部1食堂 / 信部一食堂,武汉大学信息学部(长江传媒大厦北),
poi_255,信息学部,食堂,武汉大学信息学部学生三食堂,114.358381,30.527436,信息学部3食堂 / 信息学部三 / 信息学部三食堂 / 信息学部学生三食堂 / 信部3食堂 / 信部三食堂,珞喻路129号武汉大学信息学部,
poi_256,信息学部,食堂,武汉大学信息学部学生四食堂,114.358379,30.527238,信息学部4食堂 / 信息学部四 / 信息学部四食堂 / 信息学部学生四食堂 / 信部4食堂 / 信部四食堂,珞喻路129号武汉大学信息学部,
poi_257,信息学部,体育,星湖体育馆,114.356808,30.528149,,武汉大学文理学部体育设施。,
poi_258,信息学部,体育,武汉大学信息学部体育场,114.356395,30.528014,信息学部体育场,珞喻路37号武汉大学信息学部,
poi_259,信息学部,体育,武汉大学信息学部体育馆,114.362308,30.527695,信息学部体育馆 / 竹园体育馆,珞喻路129号武汉大学信息学部,
poi_260,信息学部,体育,武汉大学信息学部操场,114.36127,30.527653,信息学部操场,珞喻路129号武汉大学信息学部,
poi_261,信息学部,体育,武汉大学信息学部游泳池,114.357763,30.529228,信息学部游泳池,珞喻路129号武汉大学信息学部,
poi_262,信息学部,体育,武汉大学信息学部篮球场,114.362252,30.528372,信息学部篮球场,珞喻路129号武汉大学信息学部,
poi_263,信息学部,寝室,信息学部17舍,114.359132,30.528776,信17 / 信17舍 / 信十七 / 信十七舍 / 信息学部十七舍 / 信部17舍,武汉大学信息学部学生宿舍区。,★
poi_264,信息学部,寝室,国际园区5栋学生宿舍,114.355676,30.522693,国际园区5栋,武汉大学文理学部学生宿舍区。,★
poi_265,信息学部,寝室,国际园区6栋学生宿舍,114.35585,30.521994,国际园区6栋,武汉大学文理学部学生宿舍区。,★
poi_266,信息学部,寝室,国际园区学生宿舍3栋,114.355978,30.523253,国际园区3栋,武汉大学文理学部学生宿舍区。,★
poi_267,信息学部,寝室,国际园区学生宿舍4栋,114.356704,30.523692,国际园区4栋,武汉大学文理学部学生宿舍区。,★
poi_268,信息学部,寝室,国际园区学生宿舍8栋,114.356903,30.521601,国际园区8栋,武汉大学文理学部学生宿舍区。,★
poi_269,信息学部,寝室,国际园区学生宿舍9栋,114.356905,30.5218,国际园区9栋,武汉大学文理学部学生宿舍区。,★
poi_270,信息学部,寝室,武汉大学信息学部6舍,114.35925,30.527889,信6 / 信6舍 / 信六 / 信六舍 / 信息学部6舍 / 信息学部六舍,珞喻路129号武汉大学信息学部,★
poi_271,信息学部,寝室,武汉大学信息学部国软C4舍,114.355158,30.527378,信息学部20舍 / 信息学部国软C4舍,珞喻路129号武汉大学信息学部,★
poi_272,信息学部,寝室,武汉大学信息学部学生21舍,114.357732,30.527472,信21 / 信21舍 / 信二十一 / 信二十一舍 / 信息学部21舍 / 信息学部二十一舍,星湖三路与星湖路交叉口西南20米,★
poi_273,信息学部,寝室,武汉大学信息学部学生宿舍10舍,114.358225,30.526501,信10 / 信10舍 / 信十 / 信十舍 / 信息学部10舍 / 信息学部十舍,珞喻路129号武汉大学信息学部,★
poi_274,信息学部,寝室,武汉大学信息学部学生宿舍11舍,114.358129,30.52782,信11 / 信11舍 / 信十一 / 信十一舍 / 信息学部11舍 / 信息学部十一舍,珞喻路32号武汉大学信息学部,★
poi_275,信息学部,寝室,武汉大学信息学部学生宿舍12舍,114.358272,30.528101,信12 / 信12舍 / 信十二 / 信十二舍 / 信息学部12舍 / 信息学部十二舍,珞喻路129号,★
poi_276,信息学部,寝室,武汉大学信息学部学生宿舍13舍,114.358109,30.528384,信13 / 信13舍 / 信十三 / 信十三舍 / 信息学部13舍 / 信息学部十三舍,珞瑜路129号武汉大学信息学部,★
poi_277,信息学部,寝室,武汉大学信息学部学生宿舍14舍,114.358173,30.528665,信14 / 信14舍 / 信十四 / 信十四舍 / 信息学部14舍 / 信息学部十四舍,珞喻路129号武汉大学信息学部,★
poi_278,信息学部,寝室,武汉大学信息学部学生宿舍15舍,114.357537,30.528365,信15 / 信15舍 / 信十五 / 信十五舍 / 信息学部15、16舍 / 信息学部15舍,珞喻路129号,★
poi_279,信息学部,寝室,武汉大学信息学部学生宿舍16舍,114.357624,30.528718,信16 / 信16舍 / 信十六 / 信十六舍 / 信息学部16舍 / 信息学部十六舍,星湖三路武汉大学信息学部,★
poi_280,信息学部,寝室,武汉大学信息学部学生宿舍18舍,114.360142,30.529643,信18 / 信18舍 / 信十八 / 信十八舍 / 信息学部18舍 / 信息学部十八舍,珞珈山街道八一路299号武汉大学,★
poi_281,信息学部,寝室,武汉大学信息学部学生宿舍19舍,114.355192,30.527049,信19 / 信19舍 / 信十九 / 信十九舍 / 信息学部19舍 / 信息学部十九舍,珞喻路129号武汉大学信息学部,★
poi_282,信息学部,寝室,武汉大学信息学部学生宿舍3舍,114.360104,30.528378,信息学部学生宿舍3舍,珞喻路129号武汉大学信息学部,★
poi_283,信息学部,寝室,武汉大学信息学部学生宿舍4舍,114.360019,30.528696,信息学部学生宿舍4舍,珞瑜路129号武汉大学信息学部,★
poi_284,信息学部,寝室,武汉大学信息学部学生宿舍5舍,114.360067,30.529039,信息学部学生宿舍5舍,珞喻路129号武汉大学信息学部,★
poi_285,信息学部,寝室,武汉大学信息学部学生宿舍7舍,114.358989,30.526514,信7 / 信7舍 / 信七 / 信七舍 / 信息学部7舍 / 信息学部七舍,珞喻路129号,★
poi_286,信息学部,寝室,武汉大学信息学部学生宿舍8舍,114.359386,30.526109,信8 / 信8舍 / 信八 / 信八舍 / 信息学部8舍 / 信息学部八舍,珞喻路129号,★
poi_287,信息学部,寝室,武汉大学信息学部学生宿舍9舍,114.358294,30.526127,信9 / 信9舍 / 信九 / 信九舍 / 信息学部9舍 / 信息学部九舍,珞喻路129号武汉大学信息学部,★
poi_288,信息学部,寝室,武汉大学信息学部青年楼宿舍1栋,114.357292,30.529147,信1 / 信1舍 / 信一 / 信一舍 / 信息学部1舍 / 信息学部一舍,珞喻路129号武汉大学信息学部,★
poi_289,信息学部,寝室,武汉大学信息学部青年楼宿舍23栋,114.357068,30.529917,信息学部青年楼宿舍23栋,珞瑜路129号武汉大学信息学部,★
poi_290,信息学部,寝室,武汉大学信息学部青年楼宿舍2栋,114.357255,30.529341,信2 / 信2舍 / 信二 / 信二舍 / 信息学部2舍 / 信息学部二舍,八一路武汉大学学生宿舍59幢,★
poi_291,信息学部,寝室,武汉大学信息学部青年楼宿舍3栋,114.357108,30.529576,信息学部青年楼宿舍3栋,珞喻路129号武汉大学信息学部,★
poi_292,信息学部,寝室,武汉大学信息学部青年楼宿舍4栋,114.357286,30.529795,信息学部青年楼宿舍4栋,珞喻路129号武汉大学信息学部,★
poi_293,信息学部,寝室,武汉大学信息学部青年楼宿舍5栋,114.357542,30.529909,信息学部青年楼宿舍5栋,珞喻路32号武汉大学信息学部,★
poi_294,信息学部,寝室,武汉大学国际软件学院C7舍,114.35728,30.528169,7栋 / 国际软件学院C7舍 / 学生公寓7栋,珞喻路129号武汉大学信息学部,★
poi_295,信息学部,校门,武汉大学文澜门,114.36045,30.545254,信息学部文澜门 / 文澜门 / 武大文澜门,信息学部文澜门（广埠屯，高德核实）,
poi_296,信息学部,校门,珞瑜二门,114.357548,30.52599,信息学部南二门 / 南二门 / 原南2门 / 武汉大学信息学部（南2门）,珞瑜路37号信息学部南二门，地铁2号线街道口C口东400m，校巴1号线始发。,
poi_297,信息学部,校门,珞瑜门,114.36263,30.5245,信息学部南门 / 信息学部正门 / 广埠屯校门 / 武大附中门 / 珞瑜路校门,珞瑜路信息学部正门南门，地铁2号线广埠屯K口直达。,
poi_298,信息学部,景点,星湖,114.35971,30.5273,星湖体育馆附近 / 星湖园 / 星湖路,信息学部内星湖，旁依星湖体育馆与星湖园宿舍。,
poi_299,信息学部,校内服务,武汉大学信息学部学生活动中心,114.362465,30.52709,信息学部学生活动中心,珞瑜路129号武汉大学信息学部,
poi_300,信息学部,校内服务,武汉大学口腔医院,114.366349,30.522359,口腔医院 / 口腔医院门诊大楼 / 武汉大学口腔医院门诊大楼,珞喻路237号(广埠屯地铁站H口步行120米),
